q_id,u_id,timestamp
4106884,0,2012-07-16T00:00:03
3721481,0,2012-07-16T00:00:06
4057275,0,2012-07-16T00:00:23
3898158,0,2012-07-16T00:01:09
3954289,0,2012-07-16T00:01:24
3964205,0,2012-07-16T00:01:35
10328875,0,2012-07-16T00:01:39
10391188,58292477,2012-07-16T00:01:52
4055069,0,2012-07-16T00:04:22
4106884,0,2012-07-16T00:05:03
10354136,0,2012-07-16T00:05:27
3692104,0,2012-07-16T00:05:28
10391188,58292477,2012-07-16T00:06:13
10395598,0,2012-07-16T00:06:30
4581263,0,2012-07-16T00:06:38
5170613,0,2012-07-16T00:06:39
4125844,0,2012-07-16T00:06:43
7411898,0,2012-07-16T00:06:44
7492451,0,2012-07-16T00:06:45
4313644,0,2012-07-16T00:06:47
8757738,0,2012-07-16T00:06:50
6093188,0,2012-07-16T00:06:51
9672534,0,2012-07-16T00:06:52
9686326,0,2012-07-16T00:06:52
8093897,0,2012-07-16T00:06:54
10395598,0,2012-07-16T00:06:55
3518044,0,2012-07-16T00:06:56
10395598,0,2012-07-16T00:06:57
10395598,0,2012-07-16T00:06:58
10384947,58336924,2012-07-16T00:07:00
3721481,0,2012-07-16T00:07:42
3917078,0,2012-07-16T00:08:39
9812924,0,2012-07-16T00:08:41
3721542,0,2012-07-16T00:09:11
3721542,0,2012-07-16T00:09:12
10395598,0,2012-07-16T00:09:23
3989588,0,2012-07-16T00:09:36
10391188,58292477,2012-07-16T00:09:42
3824399,0,2012-07-16T00:09:45
9692600,0,2012-07-16T00:09:58
9670577,0,2012-07-16T00:09:59
4106884,0,2012-07-16T00:10:03
4217332,0,2012-07-16T00:10:33
3733966,0,2012-07-16T00:11:35
1894641,0,2012-07-16T00:11:41
10395599,0,2012-07-16T00:12:30
10395599,0,2012-07-16T00:12:32
4160609,0,2012-07-16T00:13:07
10395600,0,2012-07-16T00:13:23
3721498,0,2012-07-16T00:13:45
9812924,0,2012-07-16T00:13:50
10395601,0,2012-07-16T00:13:58
10395601,0,2012-07-16T00:14:31
3721542,0,2012-07-16T00:14:44
3975756,0,2012-07-16T00:14:59
4106884,0,2012-07-16T00:15:04
10395598,0,2012-07-16T00:15:30
10395598,0,2012-07-16T00:15:35
10395598,0,2012-07-16T00:15:36
10395602,58328537,2012-07-16T00:16:01
10395603,0,2012-07-16T00:16:08
10395604,0,2012-07-16T00:16:17
8608879,0,2012-07-16T00:16:59
10395605,0,2012-07-16T00:17:14
7063236,0,2012-07-16T00:18:20
3005677,58338333,2012-07-16T00:18:26
7063236,0,2012-07-16T00:18:44
9589944,0,2012-07-16T00:18:53
10357321,0,2012-07-16T00:18:57
3721542,0,2012-07-16T00:18:59
9589944,0,2012-07-16T00:19:16
8460655,0,2012-07-16T00:19:23
10395598,0,2012-07-16T00:19:30
3721481,0,2012-07-16T00:19:35
10395606,0,2012-07-16T00:19:57
8460655,0,2012-07-16T00:20:00
4106884,0,2012-07-16T00:20:03
10395607,0,2012-07-16T00:20:13
3721542,0,2012-07-16T00:20:27
9667059,0,2012-07-16T00:20:41
10395602,58328537,2012-07-16T00:20:49
10395608,0,2012-07-16T00:20:52
9174348,58328914,2012-07-16T00:20:54
8460655,0,2012-07-16T00:21:11
9660957,0,2012-07-16T00:21:17
10395609,0,2012-07-16T00:21:25
8973926,0,2012-07-16T00:21:40
4118392,0,2012-07-16T00:21:45
3534058,0,2012-07-16T00:21:51
4118422,0,2012-07-16T00:21:54
9296577,0,2012-07-16T00:22:17
10395598,0,2012-07-16T00:22:23
6234915,0,2012-07-16T00:22:30
10386528,58328537,2012-07-16T00:22:40
10395610,0,2012-07-16T00:23:03
9915761,0,2012-07-16T00:23:05
10395611,0,2012-07-16T00:23:21
3944489,0,2012-07-16T00:23:22
10395612,0,2012-07-16T00:23:28
3933079,0,2012-07-16T00:23:47
10395613,0,2012-07-16T00:23:49
9416617,0,2012-07-16T00:23:51
3929504,0,2012-07-16T00:23:51
10395614,0,2012-07-16T00:23:55
3929505,0,2012-07-16T00:24:00
10395598,0,2012-07-16T00:24:05
10395598,0,2012-07-16T00:24:12
10395598,0,2012-07-16T00:24:13
3929506,0,2012-07-16T00:24:17
3721542,0,2012-07-16T00:24:31
4116126,0,2012-07-16T00:24:35
8156238,0,2012-07-16T00:24:51
10394135,58348013,2012-07-16T00:24:53
9899632,0,2012-07-16T00:25:00
4106884,0,2012-07-16T00:25:03
10358873,0,2012-07-16T00:25:08
10358874,0,2012-07-16T00:25:18
3933079,0,2012-07-16T00:25:25
3929504,0,2012-07-16T00:25:31
