q_id,u_id,timestamp
4106884,0,2012-08-13T00:00:04
10479198,0,2012-08-13T00:00:05
10479199,0,2012-08-13T00:00:31
4270359,0,2012-08-13T00:00:44
6525308,0,2012-08-13T00:00:50
10479199,0,2012-08-13T00:01:07
10479199,0,2012-08-13T00:01:08
10479199,0,2012-08-13T00:01:09
4579831,0,2012-08-13T00:01:13
6964100,0,2012-08-13T00:01:28
4077089,0,2012-08-13T00:01:40
6872925,0,2012-08-13T00:01:51
6965163,0,2012-08-13T00:02:00
6965638,0,2012-08-13T00:02:13
4552773,0,2012-08-13T00:02:20
6265681,0,2012-08-13T00:02:44
4391976,0,2012-08-13T00:03:08
7550113,0,2012-08-13T00:03:11
6964392,0,2012-08-13T00:03:28
10479199,0,2012-08-13T00:03:34
10479199,0,2012-08-13T00:03:36
10479199,0,2012-08-13T00:03:37
6965355,0,2012-08-13T00:03:51
4118387,0,2012-08-13T00:04:29
10479199,0,2012-08-13T00:04:33
4106884,0,2012-08-13T00:05:03
9084312,0,2012-08-13T00:05:28
10479200,0,2012-08-13T00:05:29
9793717,0,2012-08-13T00:05:33
4317693,0,2012-08-13T00:05:44
10479201,0,2012-08-13T00:05:58
10479199,0,2012-08-13T00:06:01
10479199,0,2012-08-13T00:06:05
10479199,0,2012-08-13T00:06:06
10479183,0,2012-08-13T00:06:32
10479183,0,2012-08-13T00:06:37
10056867,0,2012-08-13T00:06:40
10479202,0,2012-08-13T00:06:41
3721481,0,2012-08-13T00:06:49
10330114,0,2012-08-13T00:07:06
10367141,0,2012-08-13T00:07:18
10479199,0,2012-08-13T00:07:21
10479203,0,2012-08-13T00:07:25
5090597,0,2012-08-13T00:08:14
10479204,0,2012-08-13T00:08:17
10479199,0,2012-08-13T00:08:28
10479199,0,2012-08-13T00:08:33
10479199,0,2012-08-13T00:08:34
9837461,0,2012-08-13T00:08:42
3897353,0,2012-08-13T00:08:52
9661190,0,2012-08-13T00:09:02
10479205,0,2012-08-13T00:09:29
4496628,0,2012-08-13T00:10:03
9501392,0,2012-08-13T00:10:04
4106884,0,2012-08-13T00:10:05
9570092,0,2012-08-13T00:10:17
10479206,0,2012-08-13T00:10:23
5183376,0,2012-08-13T00:10:49
10479199,0,2012-08-13T00:10:55
10479207,0,2012-08-13T00:10:58
10479199,0,2012-08-13T00:11:02
10479199,0,2012-08-13T00:11:02
10479208,0,2012-08-13T00:11:04
10479199,0,2012-08-13T00:11:25
10479209,0,2012-08-13T00:11:53
4205930,0,2012-08-13T00:12:04
10479210,0,2012-08-13T00:12:14
10479209,0,2012-08-13T00:12:16
