q_id,u_id,timestamp
4106884,0,2012-08-06T00:00:05
10445914,0,2012-08-06T00:00:17
10445915,58339353,2012-08-06T00:00:24
10445916,0,2012-08-06T00:00:35
10440808,0,2012-08-06T00:00:50
10445917,0,2012-08-06T00:00:50
10445918,0,2012-08-06T00:01:06
10445918,0,2012-08-06T00:01:07
10445918,0,2012-08-06T00:01:07
3721542,0,2012-08-06T00:01:44
3721481,0,2012-08-06T00:02:01
10431563,58339353,2012-08-06T00:02:09
10431563,58339353,2012-08-06T00:02:22
10445918,0,2012-08-06T00:02:26
10445918,0,2012-08-06T00:03:32
10445918,0,2012-08-06T00:03:34
10445918,0,2012-08-06T00:03:34
9511696,0,2012-08-06T00:03:38
10445918,0,2012-08-06T00:04:07
6669873,0,2012-08-06T00:05:02
4106884,0,2012-08-06T00:05:04
3721481,0,2012-08-06T00:05:53
10445918,0,2012-08-06T00:05:58
10445918,0,2012-08-06T00:06:01
10445918,0,2012-08-06T00:06:01
9501441,0,2012-08-06T00:06:27
7036489,0,2012-08-06T00:07:48
3721481,0,2012-08-06T00:07:51
10442816,58329837,2012-08-06T00:08:23
10445918,0,2012-08-06T00:08:24
10445918,0,2012-08-06T00:08:28
10445918,0,2012-08-06T00:08:28
10445918,0,2012-08-06T00:09:14
10417135,0,2012-08-06T00:09:22
6580918,0,2012-08-06T00:09:23
4106884,0,2012-08-06T00:10:04
10445919,0,2012-08-06T00:10:04
10445920,0,2012-08-06T00:10:26
6965532,0,2012-08-06T00:10:45
10445918,0,2012-08-06T00:10:50
10445918,0,2012-08-06T00:10:55
10445918,0,2012-08-06T00:10:55
10445918,0,2012-08-06T00:10:56
8045914,0,2012-08-06T00:11:22
8045914,0,2012-08-06T00:11:29
10445921,0,2012-08-06T00:12:02
10445918,0,2012-08-06T00:13:16
10445918,0,2012-08-06T00:13:22
10445918,0,2012-08-06T00:13:22
9501568,0,2012-08-06T00:13:35
10426972,0,2012-08-06T00:14:58
4106884,0,2012-08-06T00:15:04
10445918,0,2012-08-06T00:15:42
10426974,0,2012-08-06T00:15:48
10445918,0,2012-08-06T00:15:49
10445918,0,2012-08-06T00:15:49
10445918,0,2012-08-06T00:16:04
10433667,0,2012-08-06T00:16:49
10445922,0,2012-08-06T00:17:06
10445918,0,2012-08-06T00:17:48
10445918,0,2012-08-06T00:18:08
4525800,0,2012-08-06T00:18:13
10445918,0,2012-08-06T00:18:16
10445918,0,2012-08-06T00:18:16
3482664,0,2012-08-06T00:18:38
3976771,0,2012-08-06T00:18:50
5016533,0,2012-08-06T00:19:12
4812299,0,2012-08-06T00:19:19
9865117,0,2012-08-06T00:19:28
3692113,0,2012-08-06T00:19:33
9662308,0,2012-08-06T00:19:34
4118392,0,2012-08-06T00:19:58
4106884,0,2012-08-06T00:20:05
4118422,0,2012-08-06T00:20:07
3472154,0,2012-08-06T00:20:08
4289493,0,2012-08-06T00:20:19
10445918,0,2012-08-06T00:20:34
10445918,0,2012-08-06T00:20:42
10445918,0,2012-08-06T00:20:43
10445923,0,2012-08-06T00:20:51
9603245,0,2012-08-06T00:21:00
9645687,0,2012-08-06T00:21:24
4325521,0,2012-08-06T00:21:28
10445923,0,2012-08-06T00:21:29
9096323,0,2012-08-06T00:21:30
9692238,0,2012-08-06T00:21:34
4333099,0,2012-08-06T00:21:36
10445924,0,2012-08-06T00:21:46
3721542,0,2012-08-06T00:21:51
10445925,0,2012-08-06T00:22:24
10445918,0,2012-08-06T00:22:54
10445918,0,2012-08-06T00:23:00
10445926,0,2012-08-06T00:23:01
10445918,0,2012-08-06T00:23:09
10445918,0,2012-08-06T00:23:11
3692109,0,2012-08-06T00:23:14
4049755,58332556,2012-08-06T00:23:55
10445927,0,2012-08-06T00:23:57
9541394,0,2012-08-06T00:24:31
10445918,0,2012-08-06T00:24:38
10445928,0,2012-08-06T00:24:40
4106884,0,2012-08-06T00:25:04
3721481,0,2012-08-06T00:25:09
10445929,0,2012-08-06T00:25:23
10321057,0,2012-08-06T00:25:23
10445918,0,2012-08-06T00:25:26
10445918,0,2012-08-06T00:25:36
10445918,0,2012-08-06T00:25:38
4030393,0,2012-08-06T00:26:43
10445930,0,2012-08-06T00:26:49
6964013,0,2012-08-06T00:27:13
7030586,0,2012-08-06T00:27:18
7030587,0,2012-08-06T00:27:44
10445931,0,2012-08-06T00:27:49
10445918,0,2012-08-06T00:27:53
10359257,0,2012-08-06T00:27:53
10445918,0,2012-08-06T00:28:03
10445918,0,2012-08-06T00:28:05
10445932,0,2012-08-06T00:28:32
10445933,0,2012-08-06T00:29:18
10445918,0,2012-08-06T00:29:43
