q_id,u_id,timestamp
9346100,0,2012-07-09T00:00:00
4106884,0,2012-07-09T00:00:04
3943003,0,2012-07-09T00:00:09
3107017,0,2012-07-09T00:00:09
9660450,0,2012-07-09T00:00:12
9501486,0,2012-07-09T00:00:17
8607449,0,2012-07-09T00:00:21
3048256,0,2012-07-09T00:00:25
10370380,0,2012-07-09T00:00:26
10370379,0,2012-07-09T00:00:31
10363808,0,2012-07-09T00:00:32
10370377,0,2012-07-09T00:00:33
7022597,0,2012-07-09T00:00:36
10370379,0,2012-07-09T00:00:36
10370381,0,2012-07-09T00:00:42
8607449,0,2012-07-09T00:00:48
10370382,0,2012-07-09T00:00:48
10370383,0,2012-07-09T00:00:50
10370384,0,2012-07-09T00:00:56
10352219,0,2012-07-09T00:00:57
10370385,0,2012-07-09T00:01:05
3943003,0,2012-07-09T00:01:20
3943004,0,2012-07-09T00:01:31
8391695,0,2012-07-09T00:01:48
3107019,0,2012-07-09T00:01:58
8391697,0,2012-07-09T00:02:04
10370383,0,2012-07-09T00:02:12
10370383,0,2012-07-09T00:02:13
3863989,0,2012-07-09T00:02:19
7022597,0,2012-07-09T00:02:35
3107020,0,2012-07-09T00:02:42
4057275,0,2012-07-09T00:02:43
10040330,0,2012-07-09T00:02:51
10352219,0,2012-07-09T00:03:08
7084603,0,2012-07-09T00:03:12
10370386,0,2012-07-09T00:03:26
9363540,0,2012-07-09T00:03:27
8607449,0,2012-07-09T00:03:30
4055069,0,2012-07-09T00:03:43
9783547,0,2012-07-09T00:03:51
10370385,0,2012-07-09T00:03:59
10370387,0,2012-07-09T00:04:07
10370388,0,2012-07-09T00:04:10
2470319,0,2012-07-09T00:04:14
10370389,0,2012-07-09T00:04:17
9371960,0,2012-07-09T00:04:18
10370390,0,2012-07-09T00:04:21
10370391,0,2012-07-09T00:04:22
10370392,0,2012-07-09T00:04:27
3958245,0,2012-07-09T00:04:28
10124674,0,2012-07-09T00:04:28
7022597,0,2012-07-09T00:04:31
10370393,0,2012-07-09T00:04:32
3584202,0,2012-07-09T00:04:37
10370394,0,2012-07-09T00:04:40
10370395,0,2012-07-09T00:04:40
4138589,0,2012-07-09T00:04:41
10370396,0,2012-07-09T00:04:42
10370397,0,2012-07-09T00:04:47
9505400,0,2012-07-09T00:04:49
4138601,0,2012-07-09T00:04:51
10370398,0,2012-07-09T00:04:53
10370399,0,2012-07-09T00:04:58
5811251,0,2012-07-09T00:04:59
10370400,0,2012-07-09T00:05:03
9812924,0,2012-07-09T00:05:06
10331468,0,2012-07-09T00:05:07
4106884,0,2012-07-09T00:05:07
10370401,0,2012-07-09T00:05:12
9419277,0,2012-07-09T00:05:12
10370402,0,2012-07-09T00:05:14
10331468,0,2012-07-09T00:05:24
9505400,0,2012-07-09T00:05:29
10370383,0,2012-07-09T00:05:32
7084603,0,2012-07-09T00:05:46
10370401,0,2012-07-09T00:05:50
10370403,0,2012-07-09T00:05:53
9346100,0,2012-07-09T00:05:56
10353157,0,2012-07-09T00:06:08
5811254,0,2012-07-09T00:06:10
4633074,0,2012-07-09T00:06:10
7043607,0,2012-07-09T00:06:13
8607449,0,2012-07-09T00:06:14
9688284,0,2012-07-09T00:06:22
10370383,0,2012-07-09T00:06:23
10370383,0,2012-07-09T00:06:27
10370404,0,2012-07-09T00:06:40
10352219,0,2012-07-09T00:06:49
3721542,0,2012-07-09T00:06:54
10370405,0,2012-07-09T00:06:58
3721542,0,2012-07-09T00:07:10
10370406,58351896,2012-07-09T00:07:11
4217332,0,2012-07-09T00:07:15
9346100,0,2012-07-09T00:07:21
9363540,0,2012-07-09T00:07:23
6704045,58350245,2012-07-09T00:07:38
9501466,0,2012-07-09T00:07:42
9501392,0,2012-07-09T00:07:45
9505680,0,2012-07-09T00:07:46
9501392,0,2012-07-09T00:07:46
3721481,0,2012-07-09T00:07:54
10370403,0,2012-07-09T00:07:55
9519502,0,2012-07-09T00:07:57
10352219,0,2012-07-09T00:07:58
3721481,0,2012-07-09T00:07:59
7775951,58350245,2012-07-09T00:07:59
10367411,0,2012-07-09T00:08:06
10313929,0,2012-07-09T00:08:07
10368717,0,2012-07-09T00:08:08
7084603,0,2012-07-09T00:08:09
10353604,0,2012-07-09T00:08:09
10367412,0,2012-07-09T00:08:10
10353605,0,2012-07-09T00:08:12
10367413,0,2012-07-09T00:08:13
9363540,0,2012-07-09T00:08:14
10368718,0,2012-07-09T00:08:15
7229337,0,2012-07-09T00:08:16
10368719,0,2012-07-09T00:08:16
9756042,58326918,2012-07-09T00:08:16
10313931,0,2012-07-09T00:08:17
10368720,0,2012-07-09T00:08:19
10313932,0,2012-07-09T00:08:20
10367502,0,2012-07-09T00:08:21
10367414,0,2012-07-09T00:08:22
10313933,0,2012-07-09T00:08:23
10367415,0,2012-07-09T00:08:24
7084603,0,2012-07-09T00:08:25
10367058,0,2012-07-09T00:08:25
10313934,0,2012-07-09T00:08:26
9505680,0,2012-07-09T00:08:27
10313935,0,2012-07-09T00:08:27
10367416,0,2012-07-09T00:08:28
9501384,0,2012-07-09T00:08:29
10243622,58326918,2012-07-09T00:08:29
10367417,0,2012-07-09T00:08:29
9504104,0,2012-07-09T00:08:29
10353607,0,2012-07-09T00:08:31
10196212,0,2012-07-09T00:08:32
10197414,0,2012-07-09T00:08:33
10367059,0,2012-07-09T00:08:34
9501781,0,2012-07-09T00:08:35
10367060,0,2012-07-09T00:08:36
10353608,0,2012-07-09T00:08:37
10163543,0,2012-07-09T00:08:38
9519502,0,2012-07-09T00:08:43
10245790,0,2012-07-09T00:08:45
10139021,0,2012-07-09T00:08:46
10299147,0,2012-07-09T00:08:48
10246068,0,2012-07-09T00:08:53
10246069,0,2012-07-09T00:08:54
10245792,0,2012-07-09T00:08:55
10197415,0,2012-07-09T00:08:57
10196213,0,2012-07-09T00:08:58
9505679,0,2012-07-09T00:09:00
9501384,0,2012-07-09T00:09:01
9782470,0,2012-07-09T00:09:01
9504104,0,2012-07-09T00:09:02
9803533,0,2012-07-09T00:09:02
9775590,0,2012-07-09T00:09:05
9505679,0,2012-07-09T00:09:06
9501494,0,2012-07-09T00:09:06
9803339,0,2012-07-09T00:09:08
10370407,58351896,2012-07-09T00:09:09
9831632,0,2012-07-09T00:09:11
9831633,0,2012-07-09T00:09:12
9803535,0,2012-07-09T00:09:14
10370408,0,2012-07-09T00:09:14
9782472,0,2012-07-09T00:09:16
9782474,0,2012-07-09T00:09:18
