q_id,u_id,timestamp
10271239,0,2012-06-11T00:00:01
4106884,0,2012-06-11T00:00:07
10271240,0,2012-06-11T00:00:09
5366660,0,2012-06-11T00:00:10
4057275,0,2012-06-11T00:00:29
3721481,0,2012-06-11T00:00:29
3721481,0,2012-06-11T00:00:41
3721542,0,2012-06-11T00:01:33
10220297,0,2012-06-11T00:02:11
7216485,0,2012-06-11T00:02:32
10271241,0,2012-06-11T00:04:02
9889872,0,2012-06-11T00:04:04
3721542,0,2012-06-11T00:04:16
10271242,0,2012-06-11T00:04:36
10271243,0,2012-06-11T00:04:41
10271244,0,2012-06-11T00:04:42
3897018,0,2012-06-11T00:04:42
3721542,0,2012-06-11T00:05:02
4106884,0,2012-06-11T00:05:04
4410115,0,2012-06-11T00:05:13
10271245,0,2012-06-11T00:05:27
10271246,0,2012-06-11T00:05:27
3721498,0,2012-06-11T00:05:27
10271247,0,2012-06-11T00:05:27
10271248,0,2012-06-11T00:05:32
10063231,0,2012-06-11T00:05:37
6866851,0,2012-06-11T00:05:41
10271249,0,2012-06-11T00:05:50
10266068,0,2012-06-11T00:06:12
8998703,0,2012-06-11T00:06:14
10271250,0,2012-06-11T00:06:32
4055069,0,2012-06-11T00:06:38
3721542,0,2012-06-11T00:06:38
8558022,0,2012-06-11T00:06:41
4055069,0,2012-06-11T00:06:43
7184239,0,2012-06-11T00:06:48
9728505,0,2012-06-11T00:06:50
3721481,0,2012-06-11T00:06:59
5097300,0,2012-06-11T00:07:06
9728507,0,2012-06-11T00:07:12
10271251,0,2012-06-11T00:07:42
10271252,0,2012-06-11T00:07:46
10271245,0,2012-06-11T00:07:56
10271253,0,2012-06-11T00:08:07
3962776,0,2012-06-11T00:08:26
4057275,0,2012-06-11T00:08:35
4602720,0,2012-06-11T00:08:41
7091105,0,2012-06-11T00:08:44
10271224,0,2012-06-11T00:08:55
9842742,0,2012-06-11T00:09:48
3721542,0,2012-06-11T00:09:55
10271254,0,2012-06-11T00:09:56
4106884,0,2012-06-11T00:10:06
10271255,0,2012-06-11T00:10:29
7338134,0,2012-06-11T00:10:34
6778029,0,2012-06-11T00:10:55
7091105,0,2012-06-11T00:10:56
3962776,0,2012-06-11T00:10:58
9842742,0,2012-06-11T00:11:24
3721542,0,2012-06-11T00:11:35
10271256,0,2012-06-11T00:11:35
6807023,0,2012-06-11T00:11:42
10271224,0,2012-06-11T00:11:50
10271187,0,2012-06-11T00:11:51
10271245,0,2012-06-11T00:12:02
10271224,0,2012-06-11T00:12:05
10271245,0,2012-06-11T00:12:05
10271245,0,2012-06-11T00:12:05
3721542,0,2012-06-11T00:12:09
10271257,48638284,2012-06-11T00:12:30
10271258,0,2012-06-11T00:12:54
10271259,0,2012-06-11T00:13:07
10271257,48638284,2012-06-11T00:13:18
10271260,0,2012-06-11T00:13:26
10271261,0,2012-06-11T00:13:36
10271257,48638284,2012-06-11T00:13:52
10271257,48638284,2012-06-11T00:14:04
10271262,48638284,2012-06-11T00:14:15
5498019,0,2012-06-11T00:14:15
10271263,48638284,2012-06-11T00:14:47
7335037,0,2012-06-11T00:14:48
10266336,0,2012-06-11T00:14:48
3721542,0,2012-06-11T00:15:02
4106884,0,2012-06-11T00:15:03
10271264,0,2012-06-11T00:15:08
9396781,0,2012-06-11T00:15:08
7331505,0,2012-06-11T00:15:21
10271056,0,2012-06-11T00:15:52
10271265,0,2012-06-11T00:16:13
10271266,0,2012-06-11T00:16:19
3721481,0,2012-06-11T00:16:22
3721542,0,2012-06-11T00:16:35
10271267,0,2012-06-11T00:16:36
10271268,0,2012-06-11T00:16:37
10271269,0,2012-06-11T00:17:05
10271270,0,2012-06-11T00:17:16
10271271,58334305,2012-06-11T00:17:29
10271272,0,2012-06-11T00:17:31
10059495,0,2012-06-11T00:17:34
3721542,0,2012-06-11T00:17:52
10271273,0,2012-06-11T00:18:21
10271245,0,2012-06-11T00:18:46
10271245,0,2012-06-11T00:18:56
10271245,0,2012-06-11T00:18:56
10271245,0,2012-06-11T00:18:58
3721542,0,2012-06-11T00:19:57
10271274,0,2012-06-11T00:19:59
10271271,58334305,2012-06-11T00:19:59
4106884,0,2012-06-11T00:20:05
10271275,58334305,2012-06-11T00:20:10
10271277,0,2012-06-11T00:20:18
10271276,0,2012-06-11T00:20:18
10271278,58334305,2012-06-11T00:20:24
10271278,58334305,2012-06-11T00:20:31
3721542,0,2012-06-11T00:20:55
3721542,0,2012-06-11T00:21:32
3721542,0,2012-06-11T00:21:35
4055069,0,2012-06-11T00:21:42
10271279,0,2012-06-11T00:21:53
4055069,0,2012-06-11T00:21:53
4055069,0,2012-06-11T00:22:20
4118392,0,2012-06-11T00:22:41
4118422,0,2012-06-11T00:22:51
10271280,0,2012-06-11T01:04:08
7382757,0,2012-06-11T01:04:08
10271281,0,2012-06-11T01:04:09
10265775,0,2012-06-11T01:04:09
10264257,0,2012-06-11T01:04:09
7053959,0,2012-06-11T01:04:09
10265775,0,2012-06-11T01:04:09
6208555,0,2012-06-11T01:04:10
7382757,0,2012-06-11T01:04:10
6208555,0,2012-06-11T01:04:10
10264257,0,2012-06-11T01:04:10
3721542,0,2012-06-11T01:04:10
3863989,0,2012-06-11T01:04:16
10270483,57791397,2012-06-11T01:04:29
10271263,48638284,2012-06-11T01:04:29
10271262,48638284,2012-06-11T01:04:29
10271263,48638284,2012-06-11T01:04:29
10271257,48638284,2012-06-11T01:04:30
10271262,48638284,2012-06-11T01:04:31
3721542,0,2012-06-11T01:04:40
10271282,0,2012-06-11T01:04:55
3721542,0,2012-06-11T01:05:03
4106884,0,2012-06-11T01:05:06
7460452,0,2012-06-11T01:05:40
3721542,0,2012-06-11T01:06:18
3721542,0,2012-06-11T01:06:37
4057275,0,2012-06-11T01:06:56
3898328,0,2012-06-11T01:06:56
4055069,0,2012-06-11T01:07:10
10271283,0,2012-06-11T01:07:12
4055069,0,2012-06-11T01:07:13
7503873,0,2012-06-11T01:07:18
6778029,0,2012-06-11T01:07:59
5389138,0,2012-06-11T01:08:06
3694817,0,2012-06-11T01:08:44
4601914,0,2012-06-11T01:08:57
3721542,0,2012-06-11T01:09:15
7369211,0,2012-06-11T01:09:36
10271245,0,2012-06-11T01:09:44
10271245,0,2012-06-11T01:09:55
4106884,0,2012-06-11T01:10:06
10271245,0,2012-06-11T01:10:12
10062541,0,2012-06-11T01:10:18
7333184,0,2012-06-11T01:10:19
10263428,57791397,2012-06-11T01:10:35
7427063,0,2012-06-11T01:10:36
7534018,0,2012-06-11T01:10:38
7340121,0,2012-06-11T01:10:44
3721542,0,2012-06-11T01:10:55
10271284,0,2012-06-11T01:11:03
3721542,0,2012-06-11T01:11:38
3721542,0,2012-06-11T01:11:44
7130493,0,2012-06-11T01:12:23
3721542,0,2012-06-11T01:12:32
10271285,0,2012-06-11T01:12:34
5840996,0,2012-06-11T01:12:38
3721542,0,2012-06-11T01:12:42
10271286,0,2012-06-11T01:13:18
10271287,0,2012-06-11T01:13:22
