q_id,u_id,timestamp
4106884,0,2012-08-20T00:00:05
3721542,0,2012-08-20T00:00:15
10497891,0,2012-08-20T00:00:30
10497892,0,2012-08-20T00:00:45
10497892,0,2012-08-20T00:01:06
10497892,0,2012-08-20T00:01:07
10497893,0,2012-08-20T00:01:31
10497893,0,2012-08-20T00:01:34
10497894,0,2012-08-20T00:02:50
10497895,0,2012-08-20T00:02:58
4041572,0,2012-08-20T00:03:06
10497892,0,2012-08-20T00:03:32
10497892,0,2012-08-20T00:03:34
9541267,0,2012-08-20T00:04:09
9686965,0,2012-08-20T00:04:28
4106884,0,2012-08-20T00:05:03
10497892,0,2012-08-20T00:05:21
4055069,0,2012-08-20T00:05:32
10497896,0,2012-08-20T00:05:50
10497892,0,2012-08-20T00:05:58
10497892,0,2012-08-20T00:06:02
3721481,0,2012-08-20T00:07:15
7316129,58346633,2012-08-20T00:07:17
10497892,0,2012-08-20T00:07:34
10497897,0,2012-08-20T00:07:58
10472468,0,2012-08-20T00:08:09
3721542,0,2012-08-20T00:08:12
6370744,0,2012-08-20T00:08:14
10497892,0,2012-08-20T00:08:24
10497892,0,2012-08-20T00:08:29
4106884,0,2012-08-20T00:10:03
10497892,0,2012-08-20T00:10:50
10497892,0,2012-08-20T00:10:56
7683361,0,2012-08-20T00:11:52
10497892,0,2012-08-20T00:12:10
10497468,0,2012-08-20T00:12:39
10497892,0,2012-08-20T00:13:16
10327478,0,2012-08-20T00:13:21
10497892,0,2012-08-20T00:13:22
9702652,0,2012-08-20T00:13:40
10497898,0,2012-08-20T00:13:52
10098660,0,2012-08-20T00:13:52
3721542,0,2012-08-20T00:14:04
4055069,0,2012-08-20T00:14:04
10477921,58346633,2012-08-20T00:14:17
4194994,0,2012-08-20T00:14:23
10497892,0,2012-08-20T00:14:24
10098781,0,2012-08-20T00:14:45
3721542,0,2012-08-20T00:14:47
3721542,0,2012-08-20T00:14:58
4106884,0,2012-08-20T00:15:05
10497892,0,2012-08-20T00:15:42
10098792,0,2012-08-20T00:15:47
10497892,0,2012-08-20T00:15:49
10352430,0,2012-08-20T00:16:15
4040571,58330139,2012-08-20T00:16:34
10026543,0,2012-08-20T00:17:04
10497899,0,2012-08-20T00:17:28
10352431,0,2012-08-20T00:17:39
10497892,0,2012-08-20T00:18:08
10497892,0,2012-08-20T00:18:16
6944679,0,2012-08-20T00:18:18
6944679,0,2012-08-20T00:18:28
3721481,0,2012-08-20T00:18:45
10497892,0,2012-08-20T00:19:00
10497900,0,2012-08-20T00:19:04
10427200,0,2012-08-20T00:19:24
10497901,0,2012-08-20T00:19:41
4106884,0,2012-08-20T00:20:03
10427200,0,2012-08-20T00:20:21
10497892,0,2012-08-20T00:20:34
10497892,0,2012-08-20T00:20:43
4118392,0,2012-08-20T00:20:46
4118422,0,2012-08-20T00:20:55
10497892,0,2012-08-20T00:21:13
10328875,0,2012-08-20T00:21:29
10497902,0,2012-08-20T00:21:45
10497903,0,2012-08-20T00:21:57
3863989,0,2012-08-20T00:22:04
10497892,0,2012-08-20T00:23:00
10497892,0,2012-08-20T00:23:10
10497904,0,2012-08-20T00:23:57
4106884,0,2012-08-20T00:25:06
10497892,0,2012-08-20T00:25:26
10497892,0,2012-08-20T00:25:36
10497892,0,2012-08-20T00:25:51
9342775,0,2012-08-20T00:26:36
10497905,0,2012-08-20T00:27:41
10497892,0,2012-08-20T00:27:52
4057275,0,2012-08-20T00:27:57
10497892,0,2012-08-20T00:28:02
10497892,0,2012-08-20T00:28:03
10372845,1597119,2012-08-20T00:28:38
3571121,0,2012-08-20T00:29:05
10479167,0,2012-08-20T00:29:14
10497906,0,2012-08-20T00:29:45
